effect_level,observed_pair_survival,anchored_nested_survival
0.22822998831266406,0.0,0.0
0.22990060773032717,0.0,0.0
0.23157122714799028,0.0,0.0
0.2332418465656534,0.0,0.0
0.2349124659833165,0.0,0.0
0.2365830854009796,0.0,0.0
0.23825370481864272,0.0,0.0
0.23992432423630583,0.0,0.0
0.24159494365396894,0.0,0.0
0.24326556307163216,0.0,0.0
0.24493618248929527,0.0,0.0
0.24660680190695838,0.0,0.0
0.2482774213246215,0.0,0.0
0.2499480407422846,0.0,0.0
0.2516186601599477,0.0,0.0
0.2532892795776108,0.0,0.0
0.25495989899527394,0.0,0.0
0.25663051841293716,0.0,0.0
0.25830113783060027,0.0,0.0
0.2599717572482634,0.0,0.0
0.2616423766659265,0.0,0.0
0.2633129960835896,0.0,0.0
0.2649836155012527,0.0,0.0
0.2666542349189158,0.0,0.0
0.26832485433657893,0.0,0.0
0.26999547375424215,0.0,0.0
0.27166609317190527,0.0,0.0
0.2733367125895684,0.0,0.0
0.2750073320072315,0.0,0.0
0.2766779514248946,0.0,0.0
0.2783485708425577,0.0,0.0
0.2800191902602208,0.0,0.0
0.28168980967788393,0.0,0.0
0.28336042909554704,0.0,0.0
0.28503104851321026,0.0,0.0
0.28670166793087337,0.0,0.0
0.2883722873485365,0.0,0.0
0.2900429067661996,0.0,0.0
0.2917135261838627,0.0,0.0
0.2933841456015258,0.0,0.0
0.2950547650191889,0.0,0.0
0.29672538443685204,0.0,0.0
0.29839600385451526,0.0,0.0
0.30006662327217837,0.0,0.0
0.3017372426898415,0.0,0.0
0.3034078621075046,0.0,0.0
0.3050784815251677,0.0,0.0
0.3067491009428308,0.0,0.0
0.3084197203604939,0.0,0.0
0.31009033977815703,0.0,0.0
0.31176095919582014,0.0,0.0
0.31343157861348336,0.0,0.0
0.3151021980311465,0.0,0.0
0.3167728174488096,0.0,0.0
0.3184434368664727,0.0,0.0
0.3201140562841358,0.0,0.0
0.3217846757017989,0.0,0.0
0.323455295119462,0.0,0.0
0.32512591453712514,0.0,0.0
0.32679653395478836,0.0,0.0
0.32846715337245147,0.0,0.0
0.3301377727901146,0.0,0.0
0.3318083922077777,0.0,0.0
0.3334790116254408,0.0,0.0
0.3351496310431039,0.0,0.0
0.336820250460767,0.0,0.0
0.33849086987843013,0.0,0.0
0.34016148929609336,0.0,0.0
0.34183210871375647,0.0,0.0
0.3435027281314196,0.0,0.0
0.3451733475490827,0.0,0.0
0.3468439669667458,0.0,0.0
0.3485145863844089,0.0,0.0
0.350185205802072,0.0,0.0
0.35185582521973513,0.0,0.0
0.35352644463739824,0.0,0.0
0.35519706405506146,0.0,0.0
0.3568676834727246,0.0,0.0
0.3585383028903877,0.0,0.0
0.3602089223080508,0.0,0.0
0.3618795417257139,0.0,0.0
0.363550161143377,0.0,0.0
0.3652207805610401,0.0,0.0
0.36689139997870324,0.0,0.0
0.36856201939636646,0.0,0.0
