view_id,parent_cohort,model,branch,l2_variant,metric,view_value,parent_value,delta_from_parent,n_endpoints,n_positive,n_completed_zero_candidates,n_missing_computations,mapping_sha256
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,mean,roc_auc,0.4741591468416735,0.7270531400966184,-0.2528939932549449,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,median,roc_auc,0.48482362592288764,0.6332894158981115,-0.14846578997522386,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,top_frac_mean_frac0p01,roc_auc,0.616078753076292,0.6910408432147562,-0.07496209013846422,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,top_frac_mean_frac0p02,roc_auc,0.616078753076292,0.6688625384277558,-0.052783785351463774,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,top_frac_mean_frac0p05,roc_auc,0.5931091058244463,0.6537110232762406,-0.06060191745179433,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,top_k_logsumexp_k10,roc_auc,0.5578342904019689,0.66600790513834,-0.1081736147363711,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,top_k_logsumexp_k2,roc_auc,0.6119770303527482,0.6947738252086079,-0.08279679485585967,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,top_k_mean_k2,roc_auc,0.6127973748974569,0.6892841458058849,-0.07648677090842804,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,top_k_mean_k3,roc_auc,0.5824446267432322,0.691699604743083,-0.10925497799985084,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,full_q_mono_pn,pr,endpoint_local_epitope_second_hla_hybrid_v1,average_precision,0.40469108161163253,0.21813956227416464,0.18655151933746789,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,full_q_mono_pn,pr,logmeanexp,average_precision,0.38008034809392394,0.1774200204211979,0.20266032767272604,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,full_q_mono_pn,pr,logsumexp,average_precision,0.37937404306198824,0.17788542040714117,0.20148862265484707,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,full_q_mono_pn,pr,max,average_precision,0.399775929630775,0.2164696503622094,0.18330627926856563,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,full_q_mono_pn,pr,mean,average_precision,0.30650238358126797,0.15278804888387124,0.15371433469739673,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,full_q_mono_pn,pr,median,average_precision,0.3054630260305285,0.16687124264527725,0.13859178338525124,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
